text,Joy,Trust,Anticipation,Surprise,Fear,Sadness,Disgust,Anger,Positive,Negative,Neutral
"Pokój mały , ale ok, taki miał być.",True,False,True,False,False,False,False,False,True,False,False
Ręczniki kiedyś białe- dziś szare.,False,False,False,False,False,True,True,False,False,True,False
Nieprawdopodobny smród z kanalizacji w łazience.,False,False,False,False,False,True,True,False,False,True,False
"Ciepła woda, jest ale trzeba cierpliwości.",True,False,False,False,False,True,False,False,True,True,False
Prześcieradło sprane i z dziurą.,False,False,False,False,False,True,True,False,False,True,False
"Za to szybkie Wi-Fi i dobre, wyciszające okna.",True,False,False,False,False,False,False,False,True,False,False
"Tyle że bierzcie stopery, bo klimatyzator chodzi cały czas , nie dało się wyłączyć i jest głośny.",False,False,False,False,False,True,False,True,False,True,False
###########################,True,False,False,False,False,True,True,False,True,True,False
"Produkt wart swojej ceny, jednak nie pozbawiony wad.",True,False,False,False,False,True,False,False,True,True,False
Główną wadą jest długi czas uruchamiania urządzenia.,False,False,False,False,False,True,True,False,False,True,False
Może to irytować w przypadku gdy chcemy na przykład wyciągnąć tylko płytę z czytnika w tym przypadku czeka nas czekanie kilkadziesiąt sekund na załadowanie się systemu.,False,False,False,False,False,True,False,True,False,True,False
Można ten proces przyśpieszyć zmieniając ustawienia kosztem większego poboru prądu w trybie czuwania.,False,False,False,False,False,True,False,False,True,True,True
Nie jestem melomanem ale jak dla mnie głośniki dają radę.,True,False,False,False,False,False,False,False,True,False,False
"Jestem zadowolony z szybkiej kalibracji, głośności oraz możliwości regulacji głośników.",True,False,False,False,False,False,False,False,True,False,False
Urządzenie jest centrum multimedialnym wyposażonym w wiele aplikacji (w tym popularne deezer oraz spotify).,True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,True,False,False,True,True,False
Spędziliśmy w hotelu 2 tygodniowy rodzinny urlop.,False,False,False,False,False,False,False,False,False,False,True
Hotel i serwis na dobrym poziomie.,True,False,False,False,False,False,False,False,True,False,False
Ogród z basenami bardzo zadbany i czyściutki.,True,False,False,False,False,False,False,False,True,False,False
"Jedzenie (śniadania i kolacje)smaczne, świeże i urozmaicone.",True,False,False,False,False,False,False,False,True,False,False
"Posiłki w formie bufetu z lokalnymi akcentami (ziemniaki na tysiąc sposobów, ryby, owoce morza, królik itp.)",True,False,False,False,False,False,False,False,True,False,False
Prawie codziennie animacje dla dzieci i dorosłych.,True,False,False,False,False,False,False,False,True,False,False
"Jedna gwiazdka mniej za słaby serwis sprzątający- na początek dostaliśmy małe mydełko, żel do mycia i mleczko do ciała i nikt nie raczył uzupełnić środków czystości przez cały pobyt-jak na czterogwiazdkowy hotel to żenujące...",False,False,False,False,False,True,True,False,False,True,False
Generalnie polecam hotel,True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,False,False,False,True,False,False
Jakiś czas temu przeciążyłem bark i zgłosiłem się do Pana Doktora - stwierdził naderwanie mięśni stożka rotatorów i choć co prawda diagnoza w usg się nie potwierdziła całkowicie to chociaż częściowo tak: zespół ciasnoty.,False,True,False,False,False,True,False,False,True,True,True
W kontakcie mailowym Pan Doktor co prawda nie odpowiedział na precyzyjnie na zadane przez mnie pytania i dość ogólnie się wypowiedział iż charakter dolegliwości jest przemijający i wszystko będzie można z barkiem robić jednak nie wiem nadal czy wszystko to czynności życia codziennego czy bardziej zaawansowane jak np. ćwiczenia z obciążeniem własnego ciała.,False,False,False,True,True,True,False,False,False,True,False
To czas pokaże myślę.,False,False,True,False,False,False,False,False,True,False,True
Na razie komentarz neutralny.,False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,True,False,False,True,True,True
"Lekarz może i dobry jeśli chodzi o diagnostykę, natomiast bardzo nietaktowny i chwilami arogancki.",True,True,False,False,False,True,True,True,True,True,False
"Zgłosiłam się do prywatnej kliniki, gdzie przyjmuje celem zrobienia USG by stwierdzić czy więzadła palca po urazie są na miejscu czy nie.",False,False,False,False,False,False,False,False,False,False,True
"USG potrzebne mi było do dokumentacji medycznej i po prostu musiałam je zrobić, nie był to mój wymysł.",False,False,False,False,False,False,False,False,False,True,True
"Zapłaciłam za wizytę 200zł i po zrobieniu badania usłyszałam, że jestem trochę rozhisteryzowana i spanikowałam robiąc to USG bo z palcem wszystko w porządku.",False,False,False,False,True,True,False,True,False,True,False
W głowie się nie mieści by brać od kogoś tyle pieniędzy za wizytę a potem jeszcze komentować to w ten sposób.,False,False,False,False,False,True,True,True,False,True,False
"No i najważniejsze - przyszłam by uzyskać diagnozę medyczną a nie psychoanalizę....Nie będę się nikomu tłumaczyć z tego po co mi USG, tym bardziej, że za to płacę niemałe pieniądze.",False,False,False,False,False,True,False,True,False,True,False
###########################,False,False,False,False,False,True,False,True,False,True,False
użytkuję dokładnie rok.,False,False,False,False,False,False,False,False,False,False,True
Widzę tylko same plusy. córka jest zakochana w tym rowerze.,True,False,False,False,False,False,False,False,True,False,False
"Miękkie pompowane koła sprawiają że komfort jazdy jest nieporównywalny z kołami z jakiegoś tworzywa. świetnie się wsiada, podstawka na nóżki to super sprawa (przynajmniej u mnie) dziecko jak się zmęczy może tam postawić nogi a rodzić go lekko popycha i rower jedzie. znakomicie wyważony, nie wiem czym to jest spowodowane, może tymi wszystkimi odległościami np. kierownicy od siodełka, szerokością rączek, ale córka na swoim jeździ jak szatan a na innych nie bardzo. przeżył wszystkie pory roku (w ciągłym użyciu), przejechał wszystkie błota i kałuże a dalej wygląda bardzo dobrze.",True,True,False,False,False,False,False,False,True,False,False
Nic nie odpryskuje.,True,False,False,False,False,False,False,False,True,False,False
Niezdecydowanym polecam.,True,False,False,False,False,False,False,False,True,False,False
"Jak kupowałam nie było takich używanych, ale stwierdzam że jeśli moja córa używa rowerka maksymalnie i wcale go nie oszczędza to spokojnie można kupić używany (jako chyba z niewielu rowerków)",True,False,False,False,False,False,False,False,True,False,True
###########################,True,False,False,False,False,False,False,False,True,False,False
"Kurs: Rosyjski A1, A2/E nr 1[/b] Miałem z nią 2 semestry, jest zajebista, atmosfera na zajęciach doskonała, potrafi nauczyć, 100% zrozumiała, nie spieszy się z robieniem materiału, często wraca do trudniejszych rzeczy, jest troche słuchania, trochę oglądania,materiał to głównie książka &quot;pajechali&quot;, ocena to głownie sprawdziany pisemne, jest ich kilka-poziom łatwy i &quot;góra&quot; 1 odpowiedź ustna, wszystko wcześniej zapowiedziane, jakby co to nie ma problemów z przełożeniem, nadmiarowe nieobecności można odrabiać, co prawda nie wiem za wiele o innych prowadzących ale nie wydaje mi się żeby był ktoś lepszy od niej.",True,True,True,False,False,False,False,False,True,False,False
###########################,True,True,True,False,False,False,False,False,True,False,False
"Kursy: Analiza 1, Analiza 2, Algebra1. ( wszystko cwiczenia, ludzie po wykladzie widze maja pewne mylne pojecia ) Dla mnie nr1 ( czego nie powie 50% grupy, ktore oblal )[/b] Ogolnie porwadzacy bardzo pogodny, bardzo dobrze nastawiony do studentow.",True,True,False,False,False,True,False,False,True,True,False
Jednak wymagajacy i zawsze oblewa minimum 40% osob.,False,False,False,False,True,True,False,False,False,True,False
"Radze sie zastanowic, jesli ktos ma zamiar nic nie robic i nie chodzic na zajecia, to lepiej wybrac kogos innego.",False,False,True,False,True,False,False,False,False,True,True
###########################,True,True,False,False,False,True,False,False,True,True,False
"Brud, syf, bar śmierdzący psem, pełno włosów, fatalna obsługa sanepid powinien to zamknąć.",False,False,False,False,False,True,True,True,False,True,False
"Wystające kable z prądem, zwiędłe kwiaty w holu, brudne łazienki to tylko kilka nielicznych cech hotelu czarny kot KOSZMAR-TRAGEDIA.",False,False,False,False,False,True,True,True,False,True,False
Do zamknięcia.,False,False,False,False,False,True,True,True,False,True,False
###########################,False,False,False,False,False,True,True,True,False,True,False
"Nasz pobyt trwał tydzień, chętnie zostalibyśmy kilka dni dłużej.W całym hotelu przepiękna roślinoość, kolorowe kwiaty i zadbane palmy.",True,False,False,False,False,False,False,False,True,False,False
"Wiodoki zapierające dech - praktycznie z każdego miejsca w hotelu.Duży plus za ""cichy"" basen infiniti, na którym nie odbywały się żadne animacje i można było odpoczywać w ciszy.",True,False,False,False,False,False,False,False,True,False,False
"Pokoje nieco małe ale codziennie sprzątane, nowocześnie wyposażone.",True,False,False,False,False,True,False,False,True,True,False
"Jedynym ich minusem były szczypawki, które pojawiały się niewiadomo skąd i było ich na prawdę dużo.",False,False,False,False,False,True,True,False,False,True,False
"Jedzenie smaczne i było go dużo, natomiast codziennie prawie to samo.",True,False,False,False,False,False,True,False,True,True,False
"Obsługa w restauracji głownej na najwyższym poziomie, bardzo mili i pomocni kelnerzy.",True,True,False,False,False,False,False,False,True,False,False
"Darmowe wifi w lobby i Tea Gardenie - w ciągu dnia ok, wieczorami baaardzo wolne ;) Jest opcja wykupienia wifi w pokoju (2eu- godzina, 25eu-tydzień).W hotelu mało Polaków, prawie sami Anglicy.Hotel zasługuje na mocne 4 gwiazdki.",True,False,False,False,False,False,False,False,True,False,False
Wróciliśmy bardzo zadowoleni :),True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,False,False,False,True,False,False
"Był to mój pierwszy pobyt w hotelu ""Krasicki"" i muszę powiedzieć, że nie zdażyło mi się jeszcze opuszczać żadnego miejsca z takim żalem.",True,True,False,False,False,False,False,False,True,False,False
"Jakość jedzenia, kultura obsługi, klasa hotelu, kameralne, ale bardzo stylowe SPA.",True,False,False,False,False,False,False,False,True,False,False
Do tego pokój z widokiem na dziedziniec zamkowy i odrestaurowaną barokową część budowli.,True,False,False,False,False,False,False,False,True,False,False
"Polecam, ale nie za bardzo, bo chcę tam jeszcze znaleźć kiedyś miejsce dla siebie, a boję się, że teraz się wszyscy rzucą na ten piękny obiekt! ;) Żarty, żartami - przyjeżdżajcie, korzystajcie!",True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,False,False,False,True,False,False
"Jest to osoba, która potrafi w trakcie procesu diagnostycznego połączyć dane czysto teoretyczne i swoje doświadczenie życiowe, a diagnoza nie jest jedynie medycznym terminem ale wynikiem głębokiej analizy (coś znaczy dla pacjenta).",True,True,False,False,False,False,False,False,True,False,False
"Nie tylko umie słuchać, umie radzić przed czym tak bardzo bronią się inni lekarze psychiatrzy nie chcąc brać odpowiedzialności za nasze decyzje.",True,True,False,False,False,False,False,False,True,False,False
Decyzje są nasze ale jej wskazówki w momencie kiedy stoimy w miejscu i nie potrafimy postawić kroku albo boimy się nabrać powietrza w płuca są bezcenne.,True,True,False,False,False,False,False,False,True,False,False
"Samo spróbuj daje nadzieję, bo wiesz, że jest ktoś kto stoi obok i pomoże.",True,True,False,False,False,False,False,False,True,False,False
"Mi pomogła bardzo, dzięki jej profesjonalnej ale także czysto ""ludzkiej"" postawie mam odwagę nie tylko stawiać nieśmiałe kroki ale nawet biec.",True,True,False,False,False,False,False,False,True,False,False
Jeśli strach przed kolejnym wdechem strasznie was paraliżuje to jest ona właściwą osobą do której należy się udać.,True,True,False,False,False,False,False,False,True,False,False
"Chyba najbardziej cenię jej ""życiowe"" podejście do problemu ogarniające całość obrazu w szerszym kontekście tak jakby stojąc w dolinie (czasem mając tylko strzępy informacji) miała zdolność oceny, której inni nie mając będąc na szcycie góry (mając setki stron dokumentacji).",True,True,False,False,False,False,False,False,True,False,False
Podziwiam ją a jednocześnie niezwykle cenię jako lekarza.,True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Możliwe, że dr Zwinczewski poprawnie wykonuje zabiegi, natomiast jego zachowanie i maniery pozostawiają wiele do życzenia.",False,False,True,False,False,True,False,True,False,True,False
Sposób w jaki rozmawia z pacjentem jest nieżyczliwy i lekceważący.,False,False,False,False,False,True,True,True,False,True,False
"Profesjonalizm to nie tylko merytoryczna wiedza i doświadczenie, ale również umiejętność przekazania informacji i uwaga, która powinna być skoncentrowana na leczeniu i pomaganiu ludziom (za ich własne pieniądze), a nie wyłącznie na zarabianiu kasy...",False,False,False,False,False,True,True,True,False,True,False
###########################,False,False,False,False,False,True,False,True,False,True,False
"Jestem zawiedziony tą pralką / to już czwarty nasz automat /, którą posiadam już 6 miesięcy i często pierzemy .",False,False,False,True,False,True,False,False,False,True,False
Wady : 1/ po ostatnim płukaniu obraca się wolno w lewo i w prawo przez 10 minut / z zegarkiem w ręku / i dopiero wtedy wiruje max .,False,False,False,False,False,True,False,True,False,True,False
"3 minuty , 2/ nastawiam samo wirowanie i to samo ,10 min. wolne obroty a po tym zaczyna wirować , 3/ chcąc wyczyścić filtr niestety nie ma wężyka spustowego , a po odkręceniu filtra wylewa się z pralki jeszcze ok.",False,False,False,False,False,True,False,True,False,True,False
"1 litra wody na posadzkę mimo podłożonej głęboko pod pralkę niskiej tacki - szok !!! , 4/ każdy cykl prania z wirowaniem jest dłuższy o ok.",False,False,False,True,False,True,True,True,False,True,False
"20 min. niż wyświetlony na początku prania czas , 5/ pierze głośno , wiruje cicho .",False,False,False,False,False,True,True,False,True,True,False
Co do jakości wypranych rzeczy nie powiem złego słowa .,True,False,False,False,False,False,False,False,True,False,False
"Ogólnie podsumuję , że z pełnym zadowoleniem można polecić ją wrogowi - satysfakcja gwarantowana .",False,False,False,False,False,True,True,True,False,True,False
###########################,False,False,False,True,False,True,True,False,False,True,False
"Szanowni Państwo, W imieniu Zarządu Zakładów Chemicznych „Police” S.A. składam na Państwa ręce sprawozdanie z działalności Grupy i jej osiągnięć w 2013 roku.",False,False,False,False,False,False,False,False,False,False,True
"Pomimo utrzymujących się niekorzystnych trendów na rynku nawozów oraz związanym z tym spadkiem cen, po raz czwarty z rzędu udało nam się wypracować zysk.",True,True,False,False,False,False,False,False,True,True,False
"Biorąc pod uwagę silną korelację z otoczenie rynkowe, jest to duży sukces całej Grupy Kapitałowej.",True,True,False,False,False,False,False,False,True,False,False
Do najważniejszych działań w ubiegłym roku należało częściowe uniezależnienie się od dostawców oraz wynegocjowanie niższych cen najważniejszych dla Grupy surowców.,True,True,False,False,False,False,False,False,True,False,True
To efekt zakupu pakietu kontrolnego senegalskiej spółki African Investment Group S.A.,False,False,False,False,False,False,False,False,False,False,True
"(AFRIG S.A.), dysponującej dostępem do złóż fosforytów oraz złóż piasków ilmenitowych.",False,False,False,False,False,False,False,False,False,False,True
"Dzięki temu Grupa Kapitałowa wzmocniła swoje znaczenie nie tylko na rynku krajowym, ale i międzynarodowym.",True,True,False,False,False,False,False,False,True,False,False
W roku 2013 skupiliśmy się również na optymalizacji kosztów finansowania zewnętrznego.,False,False,False,False,False,False,False,False,False,False,True
"Obniżyliśmy marże bankowe, zredukowaliśmy wysokość, jak i zmieniliśmy struktury aktywów Spółki w zakresie ustanowionych zabezpieczeń otrzymanych kredytów.",True,True,False,False,False,False,False,False,True,False,True
"W ramach tych działań zakończyliśmy współpracę z kilkoma bankami, a na ich miejsce podpisaliśmy nowe korzystniejsze umowy kredytowe.",True,True,False,False,False,False,False,False,True,False,False
Grupa Azoty Zakłady Chemiczne „Police” S.A. w 2013 roku zakończyła realizację 21 inwestycji (nowych i kontynuowanych).,True,True,False,False,False,False,False,False,True,False,True
Ponad 50% wydatków inwestycyjnych związanych było m.in. z implementacją dyrektywy IED oraz koniecznością przystosowania instalacji do jej wymagań.,False,False,False,False,False,False,False,False,False,False,True
"Grupa mając świadomość ogromnego znaczenia inwestycji rozwojowych w budowaniu potencjału przedsiębiorstwa, poniosła w 2013 roku na te inwestycje 35% wydatków.",True,False,True,False,False,False,False,False,True,True,True
"Ponadto, realizowano zadania związane z programem poprawy efektywności energetycznej realizowanym w Grupie Azoty pn. „Biała Energia”.",True,True,False,False,False,False,False,False,True,False,True
Program ma na celu obniżenie kosztów energetycznych.,False,False,True,False,False,False,False,False,True,False,True
Docenione zostały również nasze starania na rzecz środowiska i ograniczenia emisji gazów i materiałów szkodliwych.,True,True,False,False,False,False,False,False,True,False,False
Polska Izba Gospodarcza „Ekorozwój” w VIII edycji nagrodziła Grupę Azoty Zakłady Chemiczne „Police” S.A. „Złotym Laurem” za działania proekologiczne.,True,True,False,False,False,False,False,False,True,False,False
"W 2014 roku naszym celem będzie optymalizacja kosztów działalności i struktury finansowania oraz umocnienie pozycji Grupy Kapitałowej poprzez kontynuowanie inwestycji rozpoczętych w roku ubiegłym, które pozwolą zapobiec ewentualnym trudnościom na rynkach.",False,False,True,False,False,False,False,False,True,False,False
Zapraszam Państwa serdecznie do zapoznania się z niniejszym,True,False,False,False,False,False,False,False,True,False,True
###########################,True,True,False,False,False,False,False,False,True,False,False
DOC.,False,False,False,False,False,False,False,False,False,False,True
KRZYSZTOF ROHLEDER FIZYKA II WYKŁAD [/b] Wykład z Fizyki II miałem z doc. Rohlederem i jestem na prawdę pod wrażeniem wiedzy tego Pana....,True,True,False,True,False,False,False,False,True,False,False
"Pełny perfekcjonizm, lecz do tej pory nie wiem kiedy doc. Rohleder brał oddech podczas wykładu skoro mówił jednym ciągiem... ;) I w dodatku był doskonale przygotowany do prowadzenia zajęć....",True,True,False,False,False,False,False,False,True,False,False
Na początku drugiej części wykładu zawsze opowiadał nam kawały co rozluźniało fizyczną atmosferę....,True,False,False,False,False,False,False,False,True,False,False
I do tego te tłumy podczas Jego wykładów...,True,True,False,False,False,False,False,False,True,False,False
No poezja.....,True,False,False,False,False,False,False,False,True,False,False
"Co prawda na koniec jest egzamin testowy 15 pytań zdaje się (dobra odpowiedź +1, zła -0,5) i jedno pytanie problemowe, np. opisz na czym polega zjawisko Comptona....",False,False,True,False,False,True,False,False,True,True,True
Polecam!,True,True,False,False,False,False,False,False,True,False,False
8),True,False,False,False,False,False,False,False,True,False,True
###########################,True,True,False,False,False,False,False,False,True,False,False
Polecam na aktywny odpoczynek.,True,False,False,False,False,False,False,False,True,False,False
"Basen, sauny, spa.",True,False,False,False,False,False,False,False,True,False,True
Mała siłownia.,False,False,False,False,False,False,False,False,True,False,True
I bardzo smaczna kuchnia.,True,False,False,False,False,False,False,False,True,False,False
A wszystko w dobrej cenie.,True,False,False,False,False,False,False,False,True,False,False
Polecam wszystkim którzy szukają ciszy i spokoju niedaleko Krakowa.,True,False,False,False,False,False,False,False,True,False,False
Bardzo miły weekend spędzony z żoną i bez dzieci ( choć zapewne i one by się tutaj super bawiły).,True,False,True,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Wrocław, 11 marca 2019 r.",False,False,False,False,False,False,False,False,False,False,True
"Szanowni Akcjonariusze W imieniu Zarządu Zespołu Elektrociepłowni Wrocławskich KOGENERACJA S.A. przedstawiam Państwu Raport Roczny Grupy Kapitałowej KOGENERACJA S.A., w którym zaprezentowano wyniki finansowe oraz istotne dla Spółki wydarzenia w 2018 roku.",False,False,False,False,False,False,False,False,False,False,True
Rok 2018 to czas intensywnej integracji z Grupą Kapitałową PGE.,False,False,False,False,False,False,False,False,False,False,True
"W 2018 roku pośredni udział PGE Polskiej Grupy Energetycznej S.A. i bezpośredni udział PGE Energia Ciepła S.A. wzrósł z 50 proc. do 58,07 proc.",False,True,False,False,False,False,False,False,True,False,True
W lipcu 2018 roku została zawarta wewnątrzgrupowa Umowa o Zarządzanie Rynkiem Mocy pomiędzy PGE Polska Grupa Energetyczna S.A. a spółkami Grupy Kapitałowej PGE.,False,False,False,False,False,False,False,False,False,False,True
"Umowa ta pozwoli wykorzystać synergię w Grupie, przyczyniając się do maksymalizacji korzyści płynących z rynku mocy, jak również zwiększyć ochronę interesów poszczególnych spółek.",True,True,True,False,False,False,False,False,True,False,False
W sierpniu 2018 roku pomiędzy PGE Energia Ciepła a jej spółkami zależnymi zostało podpisane Porozumienie Generalne określające zasady współpracy.,False,False,False,False,False,False,False,False,False,False,True
Jego celem jest zwiększenie efektywności działań w ramach zintegrowanej organizacji Grupy Kapitałowej PGE.,True,True,True,False,False,False,False,False,True,False,False
"W styczniu 2019 roku zakończył się proces integracji aktywów ciepłowniczych w ramach Grupy Kapitałowej PGE, w efekcie czego powstał największy w Polsce podmiot sektora ciepłowniczego, który poprzez efekt skali będzie mógł w sposób zoptymalizowany i konkurencyjny funkcjonować na rynku.",True,True,True,False,False,False,False,False,True,False,False
"PGE Energia Ciepła, właściciel KOGENERACJI S.A., od stycznia 2019 roku dysponuje czternastoma elektrociepłowniami o łącznej zainstalowanej mocy cieplnej 7,7 GW oraz 4,1 GW zainstalowanej mocy elektrycznej.",False,False,False,False,False,False,False,False,False,False,True
"Z bieżących projektów inwestycyjnych Grupy Kapitałowej KOGENERACJA S.A. najważniejszymi są: budowa Nowej Elektrociepłowni Czechnica oraz dodatkowego źródła kogeneracyjnego w Elektrociepłowni Zielona Góra S.A., spółki zależnej KOGENERACJI S.A. Komitet Inwestycyjny Grupy PGE, większościowego akcjonariusza Zespołu Elektrociepłowni Wrocławskich KOGENERACJA S.A., wydał pozytywną rekomendację dla kontynuacji projektu budowy Nowej Elektrociepłowni Czechnica, która zastąpi istniejący zakład.",True,False,False,False,False,False,False,False,True,False,True
Nowa jednostka powinna zostać uruchomiona w 2023 roku.,False,False,True,False,False,False,False,False,True,False,True
Obecnie rozpoczął się etap prac związanych z wyborem realizatora inwestycji.,False,False,False,False,False,False,False,False,False,False,True
Decyzja inwestycyjna powinna zostać podjęta na początku 2021 roku.,False,False,True,False,False,False,False,False,True,True,True
"W Elektrociepłowni Zielona Góra, która posiada już nowoczesne i ekologiczne urządzenia produkcyjne, jak np. blok gazowo-parowy czy kotły gazowo-olejowe, po przeprowadzonej analizie rynku energii elektrycznej oraz możliwości wynikających z wprowadzonego w Polsce mechanizmu Rynku Mocy, potwierdzono celowość budowy dodatkowego źródła kogeneracyjnego zasilanego gazem.",True,True,False,False,False,False,False,False,True,False,True
Nowe źródło ma powstać do 2024 roku.,False,False,True,False,False,False,False,False,True,True,True
Obecnie uruchomiony został proces przeprowadzenia studium wykonalności dla rozważanych scenariuszy technicznych.,False,False,False,False,False,False,False,False,False,False,True
"Istotnym dla Spółki wydarzeniem było także przyjęcie 1 lipca 2018 roku przez Sejmik Województwa Dolnośląskiego Uchwały antysmogowej, która ma pomóc w ograniczaniu zanieczyszczenia powietrza na obszarze m.in. Gminy Miejskiej Wrocław.",True,True,True,False,False,False,False,False,True,False,False
Uruchomiony został miejski program dopłat do wymiany pieców KAWKA+.,True,False,False,False,False,False,False,False,True,False,True
"KOGENERACJA S.A. aktywnie uczestniczy w eliminowaniu palenisk węglowych, przyłączając do sieci kolejnych mieszkańców oraz wspierając ich na etapie projektów i finansując węzły cieplne.",True,True,False,False,False,False,False,False,True,False,False
"Dodatkowo, od 10 lat, w ramach porozumień z gminą Wrocław i Siechnice, Spółka częściowo pokrywa koszty ogrzewania mieszkańców znajdujących się w trudnej sytuacji materialnej.",True,True,False,False,False,False,False,False,True,False,False
W 2018 roku KOGENERACJA S.A. po raz dziewiąty wzięła udział w badaniu społecznej odpowiedzialności w spółkach publicznych i utrzymała swoją pozycję Respect Index.,True,True,False,False,False,False,False,False,True,False,False
"Ponadto, w dowód uznania za wyróżniającą się postawę w obszarze rozwiązywania sporów konsumenckich w rankingu Respect Index, Spółka otrzymała, przyznane po raz pierwszy, wyróżnienie Urzędu Regulacji Energetyki w konkursie „Moc porozumienia”.",True,True,False,False,False,False,False,False,True,False,False
"Aktualnie Grupa Kapitałowa KOGENERACJA S.A. rozpoczęła etap modernizacji posiadanych urządzeń wytwórczych poprzez wdrażanie najlepszych dostępnych technik, celem dostosowania ich do granicznych wielkości emisyjnych BAT/BREF, tj. zaostrzonych standardów środowiskowych, które zaczną obowiązywać od sierpnia 2021 roku.",True,True,False,False,False,False,False,False,True,False,True
Po wykonaniu planowanych modernizacji zostaną spełnione wszystkie restrykcyjne normy w tym zakresie.,True,True,True,False,False,False,False,False,True,False,False
W 2018 roku bieżące nakłady inwestycyjne osiągnęły w Grupie Kapitałowej KOGENERACJA S.A. 132 mln zł.,False,False,False,False,False,False,False,False,True,False,True
Dzięki podjętym działaniom oraz przeprowadzonym pracom pozostajemy niezawodnym dostawcą ciepła we Wrocławiu i Zielonej Górze.,True,True,False,False,False,False,False,False,True,False,False
Ubiegły rok to także inauguracja rozbudowy sieci ciepłowniczej o długości ok.,True,False,False,False,False,False,False,False,True,False,True
8 km na wrocławskim osiedlu Zawidawie.,False,False,False,False,False,False,False,False,False,False,True
Inwestycja ta będzie współfinansowana przy wsparciu z Funduszy Europejskich z Programu „Infrastruktura i Środowisko 2014-2020”.,False,False,False,False,False,False,False,False,False,False,True
Dzięki niej zasięg sieci na tym osiedlu zwiększy się trzykrotnie.,True,True,False,False,False,False,False,False,True,False,False
"Jestem przekonany, że rok 2019 przyniesie nowe wyzwania oraz możliwości rozwoju Grupy Kapitałowej KOGENERACJA S.A., wynikające z realizacji Strategii Ciepłownictwa Grupy PGE.",True,False,True,False,False,False,False,False,True,False,False
"PGE Energia Ciepła planuje zwiększanie potencjału ciepłowniczego, wzrost udziału w zarządzaniu sieciami ciepłowniczymi i budowę 1 000 MW nowych mocy kogeneracyjnych do 2030 roku.",True,False,True,False,False,False,False,False,True,False,False
Udział paliw niskoemisyjnych w produkowanej przez PGE Energia Ciepła energii powinien przekroczyć 50 proc. do 2030 roku.,False,False,True,False,False,False,False,False,True,False,False
"Projekt budowy elektrociepłowni EC Czechnica w Siechnicach, nowoczesnej jednostki zasilanej paliwem niskoemisyjnym – gazem systemowym, to przykład realizacji Strategii Ciepłownictwa Grupy PGE, zapewniającej bezpieczeństwo energetyczne w regionie oraz lepszą jakość powietrza w aglomeracji wrocławskiej.",True,True,False,False,False,False,False,False,True,False,False
Z wyrazami szacunku Paweł Szczeszek Prezes Zarządu KOGENERACJI S.A.,False,False,False,False,False,False,False,False,False,False,True
###########################,True,True,False,False,False,False,False,False,True,False,False
"Troszkę się roześmiałam czytając 1-wszą opinię, bo jest bardzo podobna do mojej, ponieważ ja i mój mąż również przenieśliśmy się za Panem Doktorem do przychodni w której obecnie pracuje.",True,True,False,False,False,False,False,False,True,False,False
Czasem nawet się z mężem śmiejemy że Pan Doktor pomyśli że go prześladujemy:-)w końcu to już 3 zmieniona przychodnia.,True,False,False,False,False,False,False,False,True,False,False
"Jak widać, to najlepszy dowód na to, że jego wiedza lekarska i intuicja jest na wysokim poziomie.",True,True,False,False,False,False,False,False,True,False,False
Zawsze poświęca pacjętowi tyle czasu na ile zasługuje i szczegółowo odpowiada na zadane pytania.Bardzo trafnie przepisuje leki i prowadzi całe leczenie.,True,True,False,False,False,False,False,False,True,False,False
Lekarz z sercem i z powołania.,True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Skorzystałam u Pani Doktor z zabiegu modelowania owalu twarzy za pomocą kwasu hialuronowego, miałam podaną dość dużą ilość preparatu w policzki, skronie, bruzdy... widząc ilość tych strzykawek obawiałam się że wyglądać będę na spuchniętą, ale nie!",True,True,True,True,True,False,False,False,True,True,False
Moja twarz nabrała objętości i jędrności.,True,False,False,False,False,False,False,False,True,False,False
Wyglądam zdecydowanie lepiej i młodziej!,True,False,False,False,False,False,False,False,True,False,False
"I czuję się znakomicie, Pani Doktor jest bardzo dobrym specjalistą i z czystym sumieniem polecam jej usługi.",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Badania dr Edyty Brzóski-Wójtowicz to nadzieja m.in. dla ofiar wypadków, w których doszło do uszkodzenia mięśni.",True,True,True,False,False,False,False,False,True,False,False
"""U myszy takie uszkodzone tkanki leczone komórkami macierzystymi regenerują się po 14 dniach.",True,False,False,False,False,False,False,False,True,False,True
U ludzi potrwa to oczywiście dłużej i będzie zależało od wielkości uszkodzenia.,False,False,True,False,False,True,False,False,False,True,True
